,Route_Name,Route_Link,Bus_Name,Bus_Type,Departure,Duration,Reach,Star_Ratings,Price,Seat_Availability
923,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),16:00:00,03h 20m,19:20:00,4.6,2850.0,36
924,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VKV Travels,A/C Sleeper (2+1),17:35:00,03h 00m,20:35:00,4.6,1890.0,28
925,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VKV Travels,A/C Sleeper (2+1),17:35:00,03h 00m,20:35:00,4.3,798.0,23
926,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajesh Transports,A/C Sleeper (2+1),18:00:00,04h 30m,22:30:00,4.9,1575.0,13
927,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),18:00:00,03h 15m,21:15:00,3.4,804.0,4
928,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VRL Travels,Volvo Multi-Axle A/C Sleeper (2+1),18:00:00,03h 50m,21:50:00,4.3,2100.0,2
929,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:15:00,03h 20m,21:35:00,4.0,1275.0,17
930,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:20:00,02h 45m,21:05:00,3.3,1899.0,1
931,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),18:40:00,04h 30m,23:10:00,4.1,1282.0,16
932,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),18:45:00,04h 00m,22:45:00,3.4,990.0,20
933,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:45:00,03h 45m,22:30:00,4.5,1400.0,27
934,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45:00,03h 15m,22:00:00,3.9,969.0,7
935,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sri Sai Balaji Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:55:00,02h 35m,01:30:00,4.6,800.0,17
936,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VKV Travels,A/C Sleeper (2+1),18:45:00,03h 45m,22:30:00,5.0,703.0,26
937,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),20:50:00,03h 50m,00:40:00,3.3,1529.0,46
938,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SVD Vedansh Travels,A/C Sleeper (2+1),19:00:00,03h 20m,22:20:00,4.9,1219.0,13
939,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00:00,03h 05m,22:05:00,4.2,1500.0,3
940,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Dream Bus,A/C Sleeper (2+1),19:00:00,03h 15m,22:15:00,0.0,5000.0,30
941,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15:00,08h 45m,04:00:00,3.7,483.0,29
942,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4249,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45:00,08h 35m,04:20:00,4.1,483.0,25
943,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30:00,07h 59m,04:29:00,4.2,817.0,44
944,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 42443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00:00,08h 45m,05:45:00,3.4,483.0,12
951,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad,APSRTC - 4408,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00:00,03h 34m,18:34:00,3.8,302.0,34
952,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad,APSRTC - 4430,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30:00,03h 54m,21:24:00,2.6,313.0,34
953,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad,APSRTC - 36005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30:00,03h 34m,22:04:00,4.5,302.0,32
954,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad,APSRTC - 4406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00:00,04h 03m,00:03:00,4.2,302.0,34
960,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,APSRTC - 6424,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00:00,05h 30m,02:30:00,3.3,470.0,30
961,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,APSRTC - 9981,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15:00,06h 15m,03:30:00,4.5,469.0,33
962,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,APSRTC - 6440,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30:00,05h 40m,03:10:00,4.1,470.0,34
963,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,APSRTC - 6411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45:00,05h 30m,03:15:00,4.6,502.0,25
970,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,APSRTC - 2559,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45:00,08h 45m,03:30:00,3.4,569.0,9
971,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,APSRTC - 2563,INDRA(A.C. Seater),19:30:00,07h 45m,03:15:00,3.6,649.0,23
972,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,APSRTC - 4797,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15:00,11h 25m,07:40:00,1.9,668.0,34
973,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,APSRTC - 4972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15:00,08h 35m,04:50:00,3.8,569.0,33
980,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30:00,05h 30m,20:00:00,3.7,524.0,27
981,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6225,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00:00,06h 00m,21:00:00,3.5,330.0,18
982,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50013,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30:00,05h 45m,21:15:00,3.7,353.0,31
983,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30:00,05h 45m,22:15:00,3.8,353.0,30
984,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50079,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15:00,05h 45m,02:00:00,3.3,353.0,28
985,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6017,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00:00,05h 45m,02:45:00,4.4,353.0,31
986,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45:00,05h 45m,03:30:00,3.9,353.0,32
987,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6241,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00:00,05h 00m,03:00:00,4.1,330.0,35
988,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 9253,INDRA(A.C. Seater),22:15:00,06h 00m,04:15:00,4.4,422.0,28
989,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50805,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30:00,04h 55m,03:25:00,4.8,353.0,31
990,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6007,INDRA(A.C. Seater),22:40:00,06h 00m,04:40:00,4.1,422.0,31
991,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 9489,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00:00,04h 45m,03:45:00,3.9,353.0,23
992,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50192,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:15:00,04h 30m,03:45:00,4.7,524.0,45
993,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 9257,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45:00,04h 30m,04:15:00,4.4,524.0,41
994,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15:00,06h 45m,02:00:00,4.2,499.0,23
995,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:20:00,07h 25m,02:45:00,4.4,500.0,27
996,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Royal Voyage Travels,Non A/C Seater / Sleeper (2+1),19:30:00,07h 15m,02:45:00,4.4,699.0,16
997,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,S R Travels,Non A/C Seater / Sleeper (2+1),19:30:00,07h 00m,02:30:00,3.1,550.0,21
998,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Amara Tours And Travels,A/C Seater / Sleeper (2+1),19:30:00,06h 30m,02:00:00,3.0,699.0,34
999,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Ahobila Travels,Non A/C Seater / Sleeper (2+1),19:35:00,07h 10m,02:45:00,3.5,550.0,37
1000,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vinayaka Travels,A/C Sleeper (2+1),20:10:00,07h 50m,04:00:00,3.1,599.0,17
1001,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vinayaka Travels,NON A/C Sleeper (2+1),19:45:00,07h 15m,03:00:00,3.8,599.0,20
1002,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,SLNS Travels,A/C Sleeper (2+1),20:00:00,06h 30m,02:30:00,4.6,900.0,20
1003,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:00:00,05h 00m,01:00:00,3.8,505.0,17
1004,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,CGR Travels,Non A/C Seater / Sleeper (2+1),20:10:00,06h 50m,03:00:00,3.4,450.0,9
1005,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vinayaka Travels,A/C Sleeper (2+1),20:15:00,07h 45m,04:00:00,4.1,719.0,20
1006,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15:00,06h 45m,03:00:00,4.5,399.0,26
1007,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,CGR Travels,Non A/C Seater / Sleeper (2+1),20:15:00,08h 00m,04:15:00,3.9,450.0,18
1008,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),20:30:00,05h 00m,01:30:00,3.9,538.0,21
1009,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,PRL BUS,A/C Seater / Sleeper (2+1),20:30:00,06h 30m,03:00:00,3.1,450.0,42
1010,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),20:30:00,05h 00m,01:30:00,4.9,650.0,27
1011,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),20:30:00,06h 00m,02:30:00,3.4,500.0,21
1012,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Indu Travels,Non A/C Seater / Sleeper (2+1),20:35:00,07h 10m,03:45:00,4.0,427.0,21
1013,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,AR & BCVR Travels,A/C Sleeper (2+1),20:40:00,06h 50m,03:30:00,3.9,800.0,22
1014,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Indu Travels,A/C Sleeper (2+1),20:40:00,07h 05m,03:45:00,3.8,569.0,21
1015,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40:00,06h 20m,03:00:00,4.4,398.0,24
1016,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:45:00,05h 00m,01:45:00,4.0,500.0,20
1017,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Indu Travels,Non A/C Seater / Sleeper (2+1),20:50:00,07h 10m,04:00:00,4.2,427.0,22
1018,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,PRL BUS,Non A/C Seater / Sleeper (2+1),21:00:00,06h 45m,03:45:00,4.2,400.0,18
1019,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:00:00,05h 15m,02:15:00,3.2,800.0,20
1020,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:00:00,06h 00m,03:00:00,4.4,500.0,41
1021,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),21:15:00,04h 45m,02:00:00,4.3,500.0,19
1022,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),21:30:00,05h 15m,02:45:00,4.8,500.0,23
1023,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30:00,05h 30m,03:00:00,3.9,450.0,41
1024,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Shrinivasa Bus Transport (SSBT),NON A/C Semi Sleeper / Sleeper (2+1),21:30:00,05h 00m,02:30:00,4.0,535.0,27
1025,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),21:45:00,05h 15m,03:00:00,3.9,700.0,21
1026,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,PRL BUS,Non A/C Seater / Sleeper (2+1),21:45:00,06h 15m,04:00:00,4.0,400.0,19
1027,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,INDHU BUS,Non A/C Seater / Sleeper (2+1),22:10:00,05h 20m,03:30:00,2.8,399.0,19
1028,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05:00,06h 55m,03:00:00,2.0,499.0,26
1029,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,HARITHA TRAVELS,A/C Seater / Sleeper (2+1),20:40:00,06h 20m,03:00:00,2.4,450.0,29
1030,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),21:00:00,05h 00m,02:00:00,2.2,539.0,31
1031,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Abhishek Bus,A/C Sleeper (2+1),21:25:00,05h 45m,03:10:00,3.6,749.0,21
1032,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Dharshini Travels,Non A/C Seater / Sleeper (2+1),19:00:00,06h 10m,01:10:00,3.7,2850.0,42
1033,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,BABA TRAVELS,Non A/C Seater / Sleeper (2+1),19:50:00,05h 55m,01:45:00,4.6,2000.0,35
1034,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Abhishek Bus,A/C Sleeper (2+1),21:00:00,05h 40m,02:40:00,3.6,2000.0,30
1035,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Dharshini Travels,Non A/C Seater / Sleeper (2+1),21:30:00,05h 30m,03:00:00,3.2,2850.0,42
1036,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Mukundha Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:30:00,04h 30m,03:00:00,0.0,3999.0,38
1037,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Sri Shrinivasa Bus Transport (SSBT),NON A/C Semi Sleeper / Sleeper (2+1),20:30:00,04h 30m,01:00:00,0.0,4390.0,40
1038,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:35:00,04h 00m,18:35:00,1.1,345.0,34
1039,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6470,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45:00,03h 35m,18:20:00,3.4,345.0,34
1040,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51602,INDRA(A.C. Seater),15:30:00,03h 45m,19:15:00,3.4,416.0,38
1041,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51129,INDRA(A.C. Seater),17:00:00,03h 50m,20:50:00,3.7,416.0,29
1042,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6392,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30:00,04h 20m,21:50:00,3.3,345.0,34
1043,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6284,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30:00,03h 00m,21:30:00,1.8,345.0,33
1044,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51606,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00:00,04h 20m,23:20:00,4.5,345.0,34
1045,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51136,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00:00,04h 20m,00:20:00,3.7,345.0,34
1046,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6569,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00:00,04h 17m,02:17:00,4.0,377.0,34
1047,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6424,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15:00,04h 15m,02:30:00,2.1,345.0,30
1048,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51026,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30:00,03h 50m,02:20:00,3.7,377.0,29
1049,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51452,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:35:00,04h 00m,02:35:00,4.0,377.0,34
1050,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51056,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45:00,03h 20m,02:05:00,4.4,377.0,34
1051,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6440,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00:00,04h 10m,03:10:00,2.2,345.0,34
1052,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00:00,04h 15m,03:15:00,3.0,377.0,29
1053,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51545,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:06:00,04h 09m,03:15:00,3.1,376.0,34
1054,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51529,STAR LINER(NON-AC SLEEPER 2+1),23:06:00,04h 09m,03:15:00,4.5,488.0,27
1055,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6513,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15:00,04h 05m,03:20:00,4.0,377.0,30
1056,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6600,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20:00,04h 45m,04:05:00,3.7,376.0,32
1057,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51006,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30:00,03h 20m,02:50:00,3.3,376.0,34
1058,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6582,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30:00,03h 34m,03:04:00,4.1,377.0,34
1059,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30:00,04h 10m,03:40:00,3.4,345.0,34
1060,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6468,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:30:00,03h 31m,03:01:00,4.1,360.0,36
1061,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 51256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30:00,04h 25m,03:55:00,4.2,377.0,30
1062,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6413,INDRA(A.C. Seater),23:35:00,03h 30m,03:05:00,3.8,455.0,28
1063,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6566,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50:00,03h 57m,03:47:00,2.7,376.0,34
1064,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,APSRTC - 6475,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55:00,03h 40m,03:35:00,4.7,377.0,25
1065,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,NueGo,A/C Seater (2+2),19:00:00,04h 59m,23:59:00,4.1,212.0,33
1066,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,NS Travels,Non A/C Seater / Sleeper (2+1),23:45:00,04h 45m,04:30:00,4.4,350.0,27
1067,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Blue Travels,Non A/C Seater / Sleeper (2+1),23:59:00,04h 51m,04:50:00,4.8,330.0,34
1068,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,PRL BUS,Non A/C Seater / Sleeper (2+1),23:59:00,06h 01m,06:00:00,4.8,450.0,28
1069,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Vasavi travels,Non A/C Seater / Sleeper (2+1),23:59:00,06h 01m,06:00:00,3.9,400.0,37
1070,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,SLNS Travels,Non A/C Seater / Sleeper (2+1),23:59:00,06h 01m,06:00:00,4.0,500.0,19
1071,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Vasavi travels,Non A/C Seater / Sleeper (2+1),23:59:00,05h 51m,05:50:00,3.8,400.0,32
1072,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59:00,05h 01m,05:00:00,3.6,450.0,26
